Type,Category,Question,Answer
Tradesperson,Jobs,How do I get jobs from the Checkatrade Drone Survey?,"If a homeowner’s drone survey identifies an issue, they will be directed to Checkatrade roofers for quotes.

Homeowners can search for Checkatrade members in their area to get repairs done.

By being proactive, you can suggest a Checkatrade Drone Survey to homeowners who are unsure about their roof condition, reinforcing the need for repairs.

"
Tradesperson,Jobs,How can I use the Checkatrade Drone Survey to my advantage?,"If a homeowner is unsure about your recommendations, you can suggest a low-cost drone roof survey from £99 to provide independent verification. This can help build trust and increase the likelihood of securing work.

If you can’t inspect certain areas of a roof safely, a drone survey can assist in gathering additional information. 

"
Tradesperson,Jobs,How can I join as a drone pilot for the Checkatrade Drone Survey?,"If you are a licensed drone operator and would like to be considered for the Checkatrade Drone Survey program, please visit roof-survey.checkatrade.com for more details on how to apply.

"
Tradesperson,Jobs,I want more work from Checkatrade,"Great news! We can certainly help you get even more from your membership; we have a few options that we would love to talk to you about. We offer several products that can be added on to your membership that will ensure you receive more leads. Please give us a call on 02394 212547 if you wish to discuss. 

 
"
Tradesperson,Jobs,Why do I need the Checkatrade App?,"Managing your membership is so important and we’ve made it easier than ever with the Checkatrade App. From uploading your PLI and photos, managing your availability, viewing your jobs and much more, the App will help you get the most out of your Checkatrade membership.   

If you are yet to download the App, you can download today from the  Google Play Store or the Apple App Store!   

"
Tradesperson,Jobs,What jobs will I receive as an Approved member?,"If you’re an Approved member, then you won’t be appearing in searches and should not expect to receive leads from your membership.

What you will receive is access to our extensive range of member benefits and, more importantly, the ability to promote that you are an Approved & Guaranteed member of Checkatrade – you can even carry our logo on your van or website! Homeowners will still be able to search for you by name on our website, so it’s still important to keep your profile up to date with recent photos, reviews and a description of your business & the work you carry out. 

Want to start receiving leads too? You can upgrade here or give us a call on 03330 329 557 to discuss!
"
Tradesperson,Jobs,What are Secure Contacts?,"We assign each Checkatrade member a unique Secure Contact number that automatically diverts to your personal contact number when a customer calls you. We do this to protect you against spam and scams, which can be a big issue when a phone number is publicly listed online.  "
Tradesperson,Jobs,I have had a spam call to my phone – what should I do?,"Please email reportspam@checkatrade.com. This will allow us to block the number so they cannot call you or any of our members again. We will complete a full investigation and if number is deemed as spam, we will typically block this within a 48-hour period. 

Any numbers that are classified as Spam after the investigation will not count towards your lead expectation.  
"
Tradesperson,Jobs,I am too busy and need to temporarily stop receiving leads,"Just like Google, our algorithm uses a lot of different factors to determine search position. 

Depending on your business size and lead appetite, you’ll either be on our Lite, Standard or Pro membership level. If you’re a Standard or Pro member, you’ll appear higher in search results for longer than members on Lite, to make sure you get the leads you need and are paying for. If you’ve been a member for a while then you may not be on our Lite, Standard or Pro membership just yet.  

 Our search engine constantly evolves to ensure it matches the right trades to the right consumer. It’s therefore crucial that your profile is optimised in order for you to appear in the right search in the right categories for your business. Please see below a summary highlighting the key elements required to ensure your membership is set up for success:

 

"
Tradesperson,Jobs,"I've just joined Checkatrade, how do I start getting leads?","Once you’ve passed our vetting checks, your profile will be set live on our website but there may still be a few things you need to do:

• Provide us with your Public Liability Insurance

• Provide us with all relevant accreditations and certificates for regulated work you wish to be shown for on the Checkatrade website

• Share your reviews link to get previous customers to leave reviews of work you’ve completed; this is key to showcase your reputation and get more enquiries

• Be sure to update your search and profile description with details of your business and the work you carry out

• Upload some high-quality photos of jobs you’ve recently done and of you/your team, as well as uploading your company logo

These steps are key to encouraging customers to contact you over other trades.

"
Tradesperson,Jobs,"I've had a customer message via the App, am I still able to call or email them directly?","We would recommend that you keep all contact with the customer within the Checkatrade app. This way, all of your leads and messages are easy to manage in one place and your customers can chat to you without needing to share their phone number.

"
Tradesperson,Jobs,How to make changes to my Fixed Plan Campaign,"Can I modify the locations within my Fixed Plan campaign?
You can change the locations you advertise in whenever you like, simple go to Campaigns area within the app, click the three dots (...), Edit and then follow the steps to modify your campaign.
Changing your locations may impact the number of leads you receive. For example, advertising across more locations will help expose you to more homeowners.
 
Can I modify the types of work (sub-categories) within my Fixed Plan campaigns?
Yes. You can change the types of work you offer (sub-categories) whenever you like. We will use these job types to match you with relevant homeowners. Simply go to the Campaigns area within the app, click the three dots (...), Edit and then follow the steps to modify your campaign.
 
Changing your sub-categories may impact the number of leads you receive. For example, selecting a wide variety of jobs types will likely result in more leads than selecting just a few specific or high value jobs.
 
Can I cancel my Fixed Plan?
A fixed plan is a commitment for a fixed period of time at a set monthly cost against a trade category. The term is typically 12 months (outlined in your confirmation email). You are unable to cancel your fixed plan within this commitment period, however if you are too busy you are able to pause your campaign for up to 2 weeks at a time. Go to the Campaigns area within the app, click the three dots (..) and then Pause.
 
Can I change the Trade Category of my Fixed Plan?
A fixed plan is a commitment for a fixed period of time at a set monthly cost against a trade category. The term is typically 12 months (outlined in your confirmation email). You are unable to cancel your fixed plan within this commitment period, however if you are interested in advertising within a new Trade Category you are able to add an additional Fixed Plan for the new Category. If you are not sure that you'll need to advertise within a particularly catgeory for a longer period of time, please ask us about our PAYG plans."
Tradesperson,Jobs,How do I update the types of work I wish to receive?,"Having the right search categories selected ensures you are included for the types of work you complete. Make sure you select these accurately to appear in the relevant searches on the Checkatrade website. 
 
You can edit your subcategories in your app, by following these steps:
Go to More
Then My Profile
Next to Search Categories click Change
Click in to relevant Category and tick/untick "
Tradesperson,Jobs,How do I improve my ranking in the Checkatrade search results?,"To increase the likelihood of ranking higher, check your profile optimisation status. At a minimum, to stay optimised:

Add at least one photo album showcasing your recent work.
Collect recent reviews by encouraging customers to leave feedback, aiming for at least one review in each category you work in within the last six months. We recommend getting at least one review every 60 days to boost your visibility.
Ensure your Public Liability Insurance (PLI) is up to date.
 

As general best practices, we also recommend the following:

Reply promptly to leads (accept and chat with the customer or decline and give and us a reason why so we can learn about your preferences).
Provide excellent service to encourage positive reviews.
Address customer concerns quickly and professionally.
"
Tradesperson,Jobs,How can I update my own postcode via the app?,"If you're a fixed plan or pay as you go member, you can update your own postcodes within your app by following these steps:
Log into the App/Members Area
Click Campaigns
Click the 3 dots (...) next to the Campaign you are looking to update
Click edit
Update the subcategories as desired
Tap on districts you wish to include/exclude via the map or drag the ‘included district postcodes’ section up to view all selected postcodes and tick/untick there
Click continue once updated
Review types of work and work areas
Save your changes
For non fixed plan or pay as you go members, please contact via the options below and we can support your changes.

"
Tradesperson,Jobs,How can I send the customer a quote using the Checkatrade for Trades app?,"You can send a quote to your customer by following these steps:

 

Checkatrade App Chat:

1. From within your chat, click Create Quote

2. Fill in all quote information and save when complete

3. Click Share in chat

4. Click Done

 

Any other platform:

1. Click More

2. Scroll to My billing

3. Click Quoting and invoicing

4. Within Quotes, click the plus + symbol

5. Fill out the quote information and save

6. Once done, click Copy Link

You can then paste your link to whichever platform you are in contact with your customer."
Tradesperson,Jobs,How can I encourage my customer to reply to me in the app?,"It’s important to be polite, clear, and proactive with your communication to customers who have inquired about your services. Here's a guide and some etiquette tips to effectively prompt a response while maintaining professionalism: 

 

Tone 

People are more likely to respond to friendly, engaging messages. Avoid sounding too pushy, but gently encourage the customer to get in touch with a tone that conveys professionalism without being overly formal. 

 

Acknowledge 

Respond as quickly as possible to show that you value their interest and respect their time. Even if you don’t have an immediate solution, acknowledge receipt of their inquiry. 

 

Relevant information from the get-go! 

Make sure your response includes all relevant details that the customer needs, such as an estimated timeline, costs where appropriate, your availability and any additional information. This helps the customer make an informed decision and reduces the need for follow-up questions. 

 

Give a reason to respond 

Offer something of value to encourage a prompt reply, such as a free consultation or estimate. 

 

Flexibility 

Show that you’re willing to work with their schedule or preferences. Offering flexible options for communication or appointment times can make it easier for the customer to respond. "
Tradesperson,Jobs,Does Checkatrade divert Secure Contact calls?,"Your phone number is unique to you and if a customer calls it, it’ll go direct to your phone.  

As long as you meet the terms of your membership, Checkatrade will never divert calls made to you to any other number or business.  "
Tradesperson,Jobs,Can I reschedule or cancel an appointment or job booking with a customer?,"
Yes, you can reschedule or cancel an appointment with a customer. Tap the three dots next to the appointment in the chat, and then select ‘Reschedule' or 'Cancel appointment’. This will automatically notify the customer."
Tradesperson,Jobs,Can I block or report a conversation with a customer?,"If you receive a message from a customer that is abusive or spam, you can block and report them from within the chat by following these steps:

Click the three dots at the top of the screen
Select Block and report customer
This will send the conversation to Checkatrade to review and will stop them from sending further messages.

The customer will not be informed that you’ve blocked them and their ability to reply will disappear.

"
Tradesperson,Join Checkatrade,When will I receive my voucher?,"Please take a moment to review all the information in this article before contacting us regarding your voucher query.

The criteria below must be met within '30 days' of your sign-up date but still active at 'Day 90' of your membership: ​
The criteria below are then assessed at Day 90 of your membership:​
Once all the above has been met and you have reached 'Day 90' of your Checkatrade membership, you will then qualify for your Gift Card/Voucher."
Tradesperson,Join Checkatrade,How to join Checkatrade,"Grow your business, become a Checkatrade member! Our team are on hand to advise you on how Checkatrade can help your business and talk you through our vetting requirements.

Apply Online or call 03308 181 556"
Tradesperson,Payments,Why was my customer’s payment unsuccessful?,"A customer’s payment might be unsuccessful for several reasons:

Insufficient Funds: Not enough money in the account

Incorrect Card Details: Mistakes in card information

Card Expired: The card may be out of date

Payment Declined: The bank or card issuer declined the transaction

Technical Issues: Temporary problems with payment gateways or banks

Potential Fraud: Payment flagged as potentially fraudulent.

Advise your customer to:

Check their payment details

Verify sufficient funds or available credit

Try a different card

Contact their bank

Retry the payment."
Tradesperson,Payments,Why does Checkatrade need to report my information and transactions to HMRC?,"Under The Platform Operators (Due Diligence and Reporting Requirements) Regulations 2023, Checkatrade, like other online platforms and marketplaces, must collect, verify and report information about sellers to HMRC.

Checkatrade is obliged to report your job transactions and personal/business information to HMRC by the end of January each year, should you meet either of the following criteria:

Get paid more than £1,700 annually from jobs completed on Checkatrade, or

Complete more than 30 jobs per year on Checkatrade."
Tradesperson,Payments,Why can’t I create a payment request?,"Your device must be connected to the internet to create and send payment requests. Please ensure your WiFi or mobile data connection is active and stable.

"
Tradesperson,Payments,Who is Adyen?,"We’ve partnered with Adyen, a global financial technology provider, to provide payment processing services.

"
Tradesperson,Payments,Which cards can customers use to pay me via Checkatrade?,"Customers can use Mastercard or Visa debit and credit cards for payments.

"
Tradesperson,Payments,Where can I view my payment activity?,"All your payment activity, including balance, requests and outstanding payments can be found in the Payments section of the Checkatrade app.

"
Tradesperson,Payments,What is the timeframe to dispute a chargeback?,"You have 14 days from the date of notification to submit a dispute.
Here’s how to dispute a chargeback: 
1. Visit the contact form on our support page
2. Select Trade from the dropdown
3. Under the What do you need help with? dropdown, select Payments."
Tradesperson,Payments,What is the service fee that has been added onto the job?,"To ensure Checkatrade runs smoothly and to cover services such as customer support, we charge a service fee when your customer pays you through Checkatrade. This is payable by the consumer. 

This fee is calculated based on the job and will be displayed to you when you create a payment request. 
"
Tradesperson,Payments,What is Checkatrade’s role in the transaction between me and the customers?,"Checkatrade acts as an intermediary between you and the customer. We help facilitate the connection and payment process but are not directly involved in delivering the end services. For VAT purposes, this means Checkatrade operates as a ""disclosed agent""."
Tradesperson,Payments,What is a chargeback?,"A chargeback occurs when a customer disputes a payment with their bank and requests a reversal of the transaction.

"
Tradesperson,Payments,What information might I need to provide to receive payments?,"To receive payments for jobs through Checkatrade, you may need to submit documents that confirm your identity and address. You may be required to provide one of the following:

A valid passport

A full driving license

A bank statement

A utility bill

A rental agreement

We’ll tell you (in the app) exactly which documents you need to provide.

Document guidelines

The image should be in full colour, cropped, and have straight edges

Provide a photo or a scan of the physical photo ID document

The name on the document must match the name on your Checkatrade account

Make sure the document is clear and readable

Upload requirements

The document must be a JPEG, JPG, or PNG file (minimum 100 KB, maximum 4 MB) or a PDF (minimum 1 KB, maximum 4 MB).

Please note that the following documents are not accepted:

Screenshots of photos

Photos pasted on other documents

Photos of screens

Photos of printouts

Notarised documents"
Tradesperson,Payments,"What information do you need to collect from me for HMRC reporting, and how will it be used?","Checkatrade is required to meet specific reporting obligations to HMRC annually by January 31st for the preceding calendar year.

If you meet the relevant criteria Checkatrade will share the information below to HMRC. We will also share a copy of this with you.

 

If you are a sole trader	If you are a registered company
First and last name	Legal business name
Address	Business address
National insurance number	
Company registration number (CRN) for a registered company, limited partnership and limited liability partnership

Unique taxpayer reference (UTR) for a General partnership (partnership)

VAT number (If registered)	
VAT number (If registered)

Date of birth	
Your bank account details	Your bank account details
The total amount you received	The total amount you received
The number of transactions you were paid for	The number of transactions you were paid for
Any amounts withheld or charged to you, including fees, commissions, or taxes.	Any amounts withheld or charged to you, including fees, commissions, or taxes."
Tradesperson,Payments,What happens to my balance when a chargeback is filed?,"When a chargeback is filed, the payment is reversed, so the amount you were originally paid will be automatically deducted from your payment balance. Additionally, chargebacks incur a processing fee, which will also be deducted from your balance.

"
Tradesperson,Payments,What happens if my identity checks fail?,"Identity verification can fail for various reasons. If this happens, we’ll notify you through the app and via email. If you'd like to contact our team about this matter, please use the Contact Form at the bottom of this page.

"
Tradesperson,Payments,What happens if I have repeated chargebacks raised against me?,"We monitor chargeback rates for all tradespeople on the Checkatrade platform. If you have repeated chargebacks within a 12-month period, your account will be put under review.

Excessive chargebacks may lead to:

Restricted payment processing capabilities

Longer payout times

A requirement to hold a reserve in your payments balance

In severe cases, deactivation of your account to protect the integrity of the marketplace.

You can find our deactivation policy here.

"
Tradesperson,Payments,What happens if I don’t have enough money in my balance to cover a chargeback?,"If your balance is less than the chargeback amount, your balance will turn negative when the money is returned to the customer.

You have 28 days to bring your balance back to £0. The easiest way to do this is receiving new customer payments as normal, to restore your balance.

Alternatively, you can top up your balance yourself by contacting us for a one-time payment link. If the negative balance remains after 28 days, we will automatically debit the outstanding amount from your registered bank account.

If after 28 days the negative balance remains, your account will be hidden from Checkatrade searches, which may impact your leads. In this case, please reach out to our Income Team on 02394 212 561 as soon as possible to resolve the issue."
Tradesperson,Payments,What happens if I don't provide the information?,"If you don’t provide the required information, Checkatrade won’t be able to meet our legal obligations, which means we won't be able to offer payment processing services to you.

"
Tradesperson,Payments,What evidence should I provide to dispute a chargeback?,"After you contact us to dispute a chargeback, we’ll request relevant documentation, including contracts, proof of job completion (like photos or signed forms), communication records with the customer, and any other supporting evidence. We will then submit this information on your behalf to the customer’s bank for review.

"
Tradesperson,Payments,What do the different payment activity statuses mean?,"Requested: The payment request has been sent to a customer

Paid: The customer has paid you.

Expired: The payment link has expired, if you’ll need to create a new request for the customer.

Cancelled: The payment request has been cancelled and can't be used.

Chargeback: The customer raised a chargeback for this payment. The payment has been reversed and returned to the customer by the card issuer or issuing bank.

Refunded: The payment has been refunded to the customer.

Balance payout: This amount has been sent to your bank account."
Tradesperson,Payments,What are the possible outcomes of a chargeback dispute?,"If the bank decides in your favour, the chargeback will be reversed, and the disputed amount will be credited back to your balance, though the chargeback processing fee will still apply.

If the bank upholds the original decision after reviewing the evidence, that decision is final. We’ll inform you of the outcome as soon as we receive it."
Tradesperson,Payments,"I think the customer has filed a chargeback fraudulently, what should I do?","If you think a chargeback transaction looks suspicious, please contact us right away. We take these issues very seriously and will carry out a thorough investigation. You can report suspicious activity via this page.

"
Tradesperson,Payments,I haven't received my payout yet. What should I do?,"Payments are processed and transferred to your bank account two working days after the customer pays. If the payment was made on a weekend or bank holiday, it might take up to three days.

Payout times can vary depending on your bank.

You can check the status of your payout in the Checkatrade app.

"
Tradesperson,Payments,I can't reach an agreement with the customer on a refund amount. What should I do?,"If you can’t reach an agreement with your customer, they have the option to file a complaint with us using the Checkatrade Complaints Policy. That process will then be followed in the usual way. We’ll then handle it through the usual process to find a resolution together.

"
Tradesperson,Payments,How will you help with reminding a customer to pay me?,"We’ll send reminders to your customers before, on, and after the due date if they haven’t paid.
"
Tradesperson,Payments,How will I know if a payment has been disputed or a chargeback raised?,"If a customer’s bank issues a chargeback for one of your payments, you’ll receive a push notification and an email from us. You can also check the chargeback transaction in the Payments area of the Checkatrade app.

"
Tradesperson,Payments,How quickly will I receive my payment?,"Payments are processed and transferred to your bank account two working days after the customer pays.

"
Tradesperson,Payments,How often should I update my information?,"You must let us know whenever your personal or business details change. We regularly review our records to keep everything up to date and may get in touch if we need any updated information from you.
"
Tradesperson,Payments,How much is the processing fee for chargebacks?,"The processing fee for each chargeback is £8.20.
"
Tradesperson,Payments,How long does it usually take to resolve a chargeback?,"The customer’s bank will review the evidence and make a final decision on whether to uphold or reverse the chargeback. This process can take up to 90 days.

"
Tradesperson,Payments,How do you keep my data safe?,"At Checkatrade, we take data protection very seriously. We collect, store and process your information in compliance with our Privacy Policy and all relevant data protection legislation. See our Privacy Policy for more information. 

"
Tradesperson,Payments,How do I get set up to get paid through Checkatrade?,"To use payments on Checkatrade, log in to the app, complete the setup process, and follow the instructions provided.

You’ll need to provide details about your business and bank account. You may also be asked to supply proof of identity and address.

We’ll review your information and notify you (via email and in the app) if any additional details are required."
Tradesperson,Payments,How do I create a payment request?,"To request a payment for a job through Checkatrade, follow these steps:

Open the Checkatrade for Trades app, navigate to the Payments tab, and tap Request new payment

Select the job you want to get paid for and enter the payment request details

Press Send.

You can request payment at any stage of the job - whether for a deposit, an instalment, or the final amount due. Additionally, you can request payment for a job that has already been completed."
Tradesperson,Payments,How do I cancel a payment request?,"Here’s how to cancel a payment request:

Open the Checkatrade for Trades app and go to the Payments tab

Select the payment request you want to cancel

Select the icon in the top right corner of the Payment request details screen

Choose Cancel payment request

Select your reason for cancelling

Select Send cancellation."
Tradesperson,Payments,How do I amend a payment request?,"If you have entered the wrong details on a payment request by mistake and need to change it, you will need to cancel the request, then create a new one. 

"
Tradesperson,Payments,How does Checkatrade help tradespeople get paid?,"Our payment solution is designed for tradespeople who want a simple, secure way to request payments and get paid for their work through Checkatrade.

You can share a payment link with your customer via the trade app. The customer can then choose to pay with their debit or credit card. We’ll notify them when it’s time to pay and inform you once the payment has been received.  "
Tradesperson,Payments,How can I refund a paid transaction?,"If you want to issue a full or partial refund to a customer, please fill out this form with the customer and job details, so we can process this for you. Refunds requests are typically processed within two working days.

If the payment was made through the Checkatrade payment gateway, we recommend issuing the refund using the same method.

Note: You need to have sufficient funds in your balance to process a refund. If you dont have enough in your balance, we can provide a one-time link to top up your account, which will allow you to complete the refund."
Tradesperson,Payments,How can I prevent chargebacks?,"You can help prevent customer chargebacks by:

Clearly explaining your service details and costs

Keeping thorough records of your work

Obtaining customer sign-off when possible

Responding quickly to questions and complaints, and addressing any issues

Offering refunds for valid concerns that can’t be resolved"
Tradesperson,Payments,How can a customer request a refund from me?,"Customers should reach out to you directly with any refund enquiries, usually through chat in the Checkatrade app.

"
Tradesperson,Payments,Do I need to register for VAT?,"You must register for VAT if your annual turnover exceeds £90,000. If it’s below this amount, registering is up to you.

If you’re not VAT registered, just keep an eye on your earnings to ensure you don’t cross the VAT threshold. Checkatrade will also track this to comply with legal obligations under the Corporate Criminal Offences Act to prevent the facilitation of tax evasion."
Tradesperson,Payments,Do I need to provide a customer invoice?,"Yes, you will need to share an invoice with the customer for the services you have provided. If you’re VAT registered, a valid VAT invoice is required.

You can do this simply and easily by using the quoting and invoicing tool in the Checkatrade app:

Click More
Scroll down to My billing
Click Quoting and invoicing"
Tradesperson,Payments,Does Checkatrade’s reporting affect my tax situation?,"Providing this information enables us to report your earnings through Checkatrade to HMRC, and does not directly impact your tax obligations.

"
Tradesperson,Payments,Checkatrade Pay Registration Tips,"Watch our step-by-step walkthrough videos to setup Checkatrade Pay:

Limited Company 
Sole Trader 
 

Intro

When you set up for Checkatrade Pay, which allows you to send payment requests directly to customers through the Checkatrade app, we need to gather some information about you and your business (or just you if you’re a sole trader) to complete the Checkatrade Pay setup. Part of this process is facilitated by our third-party payment platform, Adyen. 

As part of Checkatrade Pay set up, we require information such as proof of identity, bank account information to process disbursements to you and incorporation documents if you’re a limited company. This help guide provides information on where to find these documents and the types that are accepted. 

You must ensure that you enter information carefully, and that your information matches exactly with the official documents you upload (such as passport and banking information). 

If we need more information, we will contact you by email or within your Checkatrade account. In this case, verification can take longer. Check your emails regularly. 

 

Getting Started: A Quick Overview
Document Tips
Sole Trader Documents Required
Limited Company Documents Required
Limited Company Step by Step Walkthrough
"
Tradesperson,Payments,Can I get paid into any bank account for my Checkatrade jobs?,"We only support UK-based bank accounts.

"
Tradesperson,Payments,Are there limits to how much money I can request via Checkatrade?,"You can’t request more than £2,500 per transaction.

"
Tradesperson,Payments,Am I responsible for VAT on the services I provide through Checkatrade?,"Yes, if you are VAT registered you are responsible for charging and reporting VAT on the services you provide to customers.

"
Tradesperson,Renewals,Will my membership automatically renew?,"Yes, all our memberships are set to automatically renew every 12 months unless you call to request otherwise. You will receive renewal communications via email around a month before your expiry date and this is the point in which you should call us on the number provided. 
"
Tradesperson,Reviews,Where can I view my reviews?,"You can view the reviews from your customers here. You are also able to query any comments that contain mistakes, any feedback that does not belong to you, or to which you would like to reply. "
Tradesperson,Reviews,I've received a review that isn't for my company,"If you believe a review you have received is not legitimate, meant for a different trade, or you don’t recognise the customer, then you can raise an inquiry through your Checkatrade for Trades App via the following steps:
Navigate to Reviews
On the review in question click on the three dots (...) and click Report Review then select a reason 
Enter the details of why you believe the review was not intended for your company"
Tradesperson,Reviews,How do I reply to a review I've received?,"If you've been left a negative review, it's important to leave an effective Right of Reply. This will ensure that future customers can see both sides of the story.

Here are some tips to use, where applicable, to assist you when leaving a Right of Reply:

Offer an apology where appropriate, and be clear as to what you're apologising for
Offer a resolution, such as revisiting the job or honouring any guarantees
Support your response with evidence such as positive feedback from other customers
Remain polite and calm, avoiding argumentative language or tone
Do not include any identifiable information, such as customer names or addresses
 

You can submit your Right of Reply via the Checkatrade for Trades App by following the below:

Locate the review here

Click the 3 dots (...) and select Report Review

Select Reply to this review

Add your comments and click Submit to publish your reply"
Tradesperson,Reviews,How do I dispute a review I've received?,"If you've received a review and feel that the content is slanderous or malicious, please complete this form.

The information provided will then be reviewed and an outcome shared with you via email."
Tradesperson,Reviews,How do I appeal the suspension of my account?,"If your Checkatrade account has been suspended and you wish to provide evidence that might influence our decision, please respond to the confirmation email you have received. 

Our team will review the information you provide and an outcome will be shared with you via email."
Tradesperson,Reviews,How do I appeal an evaluation?,"If you've been placed on an evaluation period with Checkatrade and wish to provide evidence that might influence our decision, please respond to the confirmation email you have been sent. Your information will be reviewed by our team and an outcome shared with you via email. "
Tradesperson,Reviews,How do I appeal a deactivation?,"If you have been notified that your account with Checkatrade is to be deactivated, or have additional evidence to provide, please refer to the Checkatrade deactivation policy here."
Tradesperson,Reviews,How do I leave a review?,"Go to our reviews flow and follow the steps.

"
Tradesperson,Technical Issues,How can I contact Checkatrade?,"We’re here to help! Whether you have a complex enquiry or a simple request regarding your account, there are multiple ways to reach our support team. Below, we’ve outlined the different contact options available to you.

Our Office Hours
Our support team is available from 9:00 AM to 5:00 PM, Monday to Friday. We aim to respond as quickly as possible during these hours.

Contact Methods
1. WhatsApp (For Quick Account Assistance)
For a more immediate response to account maintenance or standard inquiries, feel free to message us on WhatsApp in opening hours via the link at the bottom of this page. We are available to assist you via chat for quick, easy communication.

2. Email via Contact Form (For Account Maintenance and Standard Enquiries)
For account-related enquiries or standard service requests, you can email us via the contact form at the bottom of this page. Whether it's a billing question or a simple service request, our team will get back to you as soon as possible.

3. Call Us (For Complex Enquiries)
If you have a more complex issue or need in-depth assistance, you can still give us a call, our number is at the bottom of this page. Our team is ready to help you over the phone with detailed support but we would recommend the above channels for simple requests to save you time."
Tradesperson,Technical Issues,My Secure Contact isn’t working - what do I do?,"
Issues with Secure Contacts are extremely rare. If you think there is an issue with your secure contact, please contact us via WhatsApp or the Contact Form at the bottom of this page so that we can investigate the issue for you. "
Tradesperson,Technical Issues,I have had a spam call to my phone – what should I do?,"Please email reportspam@checkatrade.com. This will allow us to block the number so they cannot call you or any of our members again. We will complete a full investigation and if number is deemed as spam, we will typically block this within a 48-hour period. 

Any numbers that are classified as Spam after the investigation will not count towards your lead expectation.  "
Tradesperson,Technical Issues,I'm not receiving notifications from the Checkatrade for Trades app.,"
If you’re not receiving notifications, make sure that you've enabled push notifications for the Checkatrade for Trades app.

On iOS, visit:

Settings > Notifications > Checkatrade for Trades > and then turn on ‘Allow Notifications’

On Android, visit:

Settings > Notifications > App settings > All apps > Checkatrade for Trades > and then turn notifications ‘On’."
Tradesperson,Update My Details,Where can I update my Direct Debit bank details?,"If you're set up to pay for your membership by Direct Debit, you can update your bank details in the My Billing section of the Members Area at any time.

You can also reinstate a cancelled Direct Debit by providing the bank information via the same link. It is important to update these as quickly as possible so that your Direct Debit payments can still be collected and to avoid effecting your profile visibility on the Checkatrade site. 

If you wish to change the date that your Direct Debit is collected, please contact us via the Contact Form at the bottom of this page with your request. 
"
Tradesperson,Update My Details,How do I update my Public Liability Insurance (PLI)?,"To provide or update your insurance details please open your Checkatrade for Trades App, Click More, then Insurance, and follow the on-screen prompts.

Having Public Liability Insurance (PLI) gives customers peace of mind when choosing a tradesperson. Because of this, having an active policy could increase your chances of receiving work via Checkatrade.

If you've recently joined Checkatrade you will need to provide proof of your active policy; if you've previously provided this you can self-certify that your policy has been renewed."
Tradesperson,Update My Details,I have just joined Checkatrade and need support completing Vetting,"If you've recently joined Checkatrade and are still in the vetting process you can upload any outstanding documents in the Applicant Area. You will also have received a link from Mitek via SMS to complete ID verification.
The quicker we receive your documents & ID verification, the quicker we are able to complete the checks and get your profile live on the Checkatrade site.

Paperwork complete?

If there's no paperwork outstanding, you can get to work on your profile.
The key is to make this eye catching for potential customers by:

Updating your profile text

Collect reviews from previous customers and 

Make sure you've got photos of your work to upload ready to add once you're live


All done?

Our team will be working on completing any remaining internal checks and will contact you if anything further is needed, otherwise you will receive an email to confirm once vetting has been completed.
"
Tradesperson,Update My Details,How do I update my profile description?,"Your profile text is a great way of letting a customer know about you and your company. Customers may read this when deciding if they want to contact you to complete their job.

We recommend that you make your profile personal to you and your business.

You can update your profile text via the Checkatrade for Trades app, by following these steps:

Go to More

Then My Profile

Click Profile Description

Update the description with any changes you wish to make and Save"
Tradesperson,Update My Details,How do I update my contact details?,"To update your contact information (e.g. mobile number) please send the details of the change required via the contact form or WhatsApp links at the bottom of this page. 

"
Tradesperson,Update My Details,How do I update my address?,"
Depending on the address you are changing, we may require some further information from you before we can action your request.
If you are changing your admin address, simply send us your new address via the contact form at the bottom of this page.
If you are changing your company address, please send us your new address via the contact form and one of the following as proof of your address change:
 
Utility bill - gas, electric, water, broadband or landline telephone bill (dated within the last 3 months).
Credit card or bank statement (dated within the last 3 months and obscure your account information).
HMRC Letter (dated within the last 3 months).
Council tax bill or mooring license (dated within the last 12 months).
Business Rates (dated within the last 12 months).
Driving licence (in date).
Mortgage agreement or Rental agreement (signed and dated by both parties).
Once we have received the required information, your address will be changed."
Tradesperson,Update My Details,How do I appeal a deactivation?,"If you have been notified that your account with Checkatrade is to be deactivated, or have additional evidence to provide, please refer to the Checkatrade deactivation policy here.
"
Tradesperson,Update My Details,How do I add photos to my profile?,"It's important to show prospective customers the work you have previously completed and helps them choose the right trade for their job. 

We recommend using a variety of good quality photos to showcase your workmanship.

To update the photos and albums on your profile please click here, or follow these steps to navigate through the Checkatrade for Trades app:

Go to More

Then My Profile

Click Change on the Photos & Albums section

Click Create Album and add your photos

"
Tradesperson,Update My Details,How do I add/update my accreditations?,"Keeping your accreditations and certificates up to date gives customers peace of mind that you're qualified to complete their jobs to a high standard. It's also a requirement for certain areas of work and your profile will be removed from our website if you fail to provide/update them. 

You can add or update your qualifications via the Accreditations section in the Checkatrade for Trades App 

From here you can Add New Accreditations or update existing ones.
"
